,R_113,N_16,R_88,R_110,N_37,N_41,N_45,N_71,N_67,N_25,R_89,N_35,R_11,N_57,R_94,R_81,R_48,N_42,R_96,R_27,N_72,N_65,R_20,R_83,N_51,N_80,R_86,N_36,N_70,R_101,N_7,R_91,R_68,N_8,N_64,N_61,R_106,R_44,N_79,R_55,N_19,R_97,R_84,R_87,N_13,R_26,N_24,N_56,R_34,R_15,N_29,N_31,R_115,R_85,N_2,R_114,N_53,R_21,N_69,R_104,R_12,R_60,R_99,R_18,N_30,N_77,R_28,R_32,R_90,N_6,R_109,N_52,N_54,R_40,R_75,N_43,N_63,N_5,N_3,N_50,N_59,R_93,N_38,R_14,N_4,R_10,N_23,R_103,R_98,R_112,R_0,N_39,R_100,N_49,R_105,R_107,R_9,R_102,N_1,R_108,N_74,R_95,R_33,N_78,N_46,N_58,N_62,N_22,N_82,N_76,N_17,R_111,R_92,N_73,R_66,N_47
46_SCORE: ACTB,0.5213329768690267,0.7127915357172057,0.3336711987337549,0.6245518578172151,0.015458395783607193,0.2904564639986745,0.7992251148137229,0.7906361189695189,0.6123526059601491,0.48080513138626374,0.43772984233770856,0.6402547195700751,0.37402175251272546,0.7143299775126742,0.268783774189764,0.6023345651880667,0.561639404920145,0.3408248719433441,0.589217296685811,0.3985567272417494,0.8235941006264087,0.3264543242325642,0.47386228060186525,0.7308748092949839,0.39510069504021583,0.5023229369959463,0.6020868780616191,0.7032256525997146,0.3889077144719302,0.6694443311757456,0.0,0.6209026108799927,0.5715651064494605,0.6639846795400131,0.2987020736302338,0.5982321757257248,0.5960581596738879,0.601597402033565,0.2927121223475405,0.7083907531977067,0.6952614370823424,0.568946158293941,0.5789180274198057,0.6391423227603109,0.709703866356571,0.5670547530196808,0.9172877742865846,0.16530102111981143,0.7955236922435227,0.6270070659109349,0.5916597233131043,0.562933784581278,0.3679886849191407,0.846046907602394,0.03747637104915397,0.26957879977136884,0.02267136201729225,0.6472369004188399,0.7523815153743321,0.6069992158197994,0.46019523039859733,0.5699096083489695,0.601215067947813,0.8613673399727768,0.9989639605207516,0.8057839047376625,0.5956808102972366,1.0,0.6646629812036893,0.19307151012182933,0.5340320276157478,0.19622483080340225,0.5823518996993406,0.6008622403428193,0.257161622417716,0.5162045753837483,0.8829785606318307,0.6322979974635685,0.4540950654700337,0.3378556717730716,0.34884937770963453,0.6012333669391086,0.7013355656525568,0.644520048528554,0.40316052248881357,0.5951276469847041,0.7270012484076787,0.5313779697654502,0.6098347949329179,0.6733552000158538,0.5941265983498573,0.4680016385010551,0.8253699409297361,0.6101479230739019,0.6148905747987361,0.3759385661821185,0.19141974355160862,0.23718280620575405,0.5279361828095545,0.5957654052086034,0.6014038948278695,0.6503118183468977,0.23018702089654164,0.7288949958582029,0.45036454008929705,0.4412032081739669,0.6866208360023185,0.4863624346151134,0.6766312812237372,0.4531302896504566,0.648925568215979,0.5780533540527932,0.24774035765235314,0.5126039128216687,0.6164529747413265,0.39487663304242226
47_SCORE: KRT6A,0.5624571098544755,0.4947629747695838,0.4794574310458703,0.4626598090507881,0.4700915688672219,0.4683950656562161,0.46166678526181926,0.5149274473030608,0.46386665229391366,0.4471189222263064,0.45066098078736255,0.45311347118102724,0.4803062141126259,1.0,0.4711871310511005,0.4656237828922532,0.45398569512756975,0.47506803792627306,0.4791767236305575,0.536878720896687,0.4744844895579995,0.43647692014837375,0.47525171351837486,0.4978264845200087,0.4700731695840929,0.4969912837119399,0.4660770464470494,0.47331092904941263,0.8442115341197363,0.5050454644124738,0.4652547456549762,0.4696722768183576,0.0,0.5164999560786031,0.48144277073641284,0.47658937936111606,0.4645223408477841,0.4470639940670749,0.4201262715442635,0.4536392748211519,0.42470161878674795,0.5115039310587672,0.47893701469890776,0.47262047501360144,0.5065170339437107,0.5719824812334898,0.4959017294865326,0.4838237464106815,0.448445503180504,0.6222689616307594,0.3210173553297066,0.48213220345876745,0.47335570783308273,0.47990053390123655,0.47999022923319273,0.47355184954234075,0.47936713040372003,0.4801897368211264,0.23521533640062076,0.462381428595701,0.44760270507415323,0.48069717415329927,0.41789826911955363,0.48129651161306547,0.4813705558976466,0.41502724914123945,0.8607438717531942,0.4808897064619909,0.4621832658022028,0.47707742420796523,0.5651027458010075,0.41504344192841136,0.46276398729093443,0.390983397376148,0.4709155732612431,0.8216373069310992,0.4649944276610667,0.6743013260479177,0.550044652499604,0.4376837947940636,0.36266252233260077,0.4192941774804654,0.4744315210119805,0.47482171766187764,0.6590931965120822,0.4788123301164605,0.44538517426688584,0.49333055994869046,0.4698592085550286,0.7004928593129657,0.4676117961674941,0.20926875428219754,0.4633365276161914,0.4257376251163434,0.4616220675379691,0.4847259844817906,0.07959060455040479,0.4779620061823451,0.6709593571663685,0.4776452425741605,0.39019749998424336,0.4729009022620914,0.4789143618793846,0.9554042606493252,0.06118738359865811,0.47093881834995394,0.4909613815186422,0.5046423551881087,0.4616631742027129,0.4742948158179863,0.5156839921564136,0.5130979894143329,0.47908422106909415,0.3834289743369689,0.4633331363367392,0.4753215068832127
48_SCORE: KRTDAP,0.33845854864177893,0.3277727494017078,0.33085654888915406,0.3172617507993592,0.3594081896874365,0.36094462674591754,0.38400492732235875,0.3036978742966632,0.37237810470166105,0.40827293989490065,0.31080126678694575,0.35130788796186413,0.33884450698931695,0.43207963256233134,0.32218133426602685,0.315547669289798,0.31106775912513007,0.3500043392111843,0.33470831902961173,0.3737498309012314,0.3273759123891782,0.3968516745149837,0.3506609009108232,0.3266771426740536,0.3480621093903961,0.3414453816394246,0.3161626224459243,0.3265231144849278,0.5985375994235174,0.33537873882641145,0.3603093763137988,0.32413097972718413,0.0,0.30768660076398674,0.3316096844877189,0.3264964921187719,0.3267335497583935,0.30745010462974354,0.4628958924810986,0.36823737622043123,0.29119990991580746,0.33145998540778876,0.3367784185447157,0.33175670250300276,0.3199010660110783,0.32531610364582286,0.3207737360427584,0.3458435015355139,0.3044541552444835,0.10045628026817616,0.19832403130595175,0.33293332024259553,0.32517112875716064,0.33402640454900007,0.3313767996225144,0.32572516222628933,0.33092400884434225,0.35002769398646977,0.5305527625145531,0.31732023986411634,0.3088073980763625,0.3345895755079153,0.3010435860913266,0.33526313835951765,0.3323798494678475,0.3945759290074884,0.47446473103787734,0.33731294403341405,0.357612512024918,0.3276266315723038,0.33480828415096603,0.4651312713190293,0.3483850915579482,0.2951314880689561,0.3217803458593383,0.7035122026187821,0.32047971501572065,0.3481545504626264,0.2700506979712539,0.3344791179317028,0.9999999999999999,0.3013502101443273,0.33199545994632795,0.3350484345006481,0.5951313344400158,0.33344087657379085,0.30536479940061606,0.343395431574668,0.31945026407235433,0.408385481219953,0.31238619211024166,0.13465008226580147,0.31841955059441496,0.3334364489400849,0.3167727184375603,0.3415715121217011,0.004676597510376523,0.3286004011379728,0.264045100186965,0.33185746189149673,0.29163397836824245,0.3380579943912288,0.32922129748733436,0.6009401239637533,0.041909682763049294,0.3541941309661901,0.34223790065010923,0.321629343709838,0.3569728548774115,0.3490552883520303,0.3186106330400699,0.3154961326762388,0.3303956969884978,0.261208082113061,0.31786844265144276,0.33598018850342526
49_SCORE: ALB,0.2618879911539822,0.3109977773117384,0.30483307582555746,0.32812929666321733,0.3071847699675131,0.297167206594634,0.3576504370695319,0.3214292483249441,0.3208681417704434,0.30030807092845324,0.3050668806603268,0.3508940670353389,0.30608838793809573,0.024646865718997435,0.3667195769305883,0.31396170248852917,0.4319431670774624,0.3113443795034598,0.30252075147720137,0.27885008429727925,0.3254997276463771,0.36583869629501825,0.30739724023326337,0.31945666749871776,0.34438421091786336,0.3463504797286856,0.31362818533746506,0.3321080963505977,0.0,0.31195035967026385,0.297026998098297,0.2927217222751922,1.0,0.25445718804002404,0.3255320986202755,0.31468260906024936,0.3821273065878965,0.29181172494294144,0.3223024732999052,0.32694993610974965,0.29029297536313436,0.29519184076645294,0.316126909094821,0.2779027107448643,0.3152923397527346,0.2555713213738028,0.3105701313124933,0.2806671575162881,0.3020777409716763,0.35899655769873284,0.3001974382176571,0.2856256003883945,0.31061421152188473,0.31851020473840735,0.13417922736458035,0.3011364451899427,0.32713551111421196,0.308053940853917,0.35313945656742174,0.327925158719657,0.3055919963940317,0.3153738673836833,0.30503059569262386,0.3123998102808136,0.29480865976893084,0.3149973923758745,0.23467125780774178,0.3053477426306087,0.3232945959232324,0.3182097571084825,0.2601335599651224,0.3781102595375673,0.32891644452842617,0.3172293053581828,0.3689440553480023,0.004809454392237011,0.3173858170604145,0.2255393881743175,0.3035610616379205,0.33094429139740017,0.1256896890863556,0.3043979238754654,0.3179172158052515,0.26570574457521845,0.20769130414855447,0.3042573998805909,0.34434713942850337,0.3071608674008725,0.12735069345858632,0.2608706269913995,0.06469270149070572,0.7834552556599272,0.30675662888541444,0.33429601081604526,0.325413946833504,0.3039603746294843,0.9277857184086888,0.300379207171877,0.0793715596770444,0.30511615789903634,0.3173037399311775,0.2712593432385798,0.30021568464889486,0.01323294511936296,0.948940771653545,0.3181775743186034,0.30875842805528725,0.2962264533463466,0.3153111163741712,0.3152082566789363,0.26168821233646083,0.2756305336976372,0.30093237899207603,0.33933733303050967,0.3293633508230664,0.46033575773786073
50_SCORE: MT-TN,0.8651866289427508,0.8916276682605717,0.6089327088553259,0.08692672769823417,0.4198325016381101,0.2953777941342931,0.24385546694718885,0.26331443654747855,0.38464099082009184,0.9453303558493243,0.9162235963200446,0.15794988858552,0.6933025115603874,0.011060680809715617,0.29291526299675924,0.23309703596238812,0.15111866240555782,0.43251796853374674,0.4794101596244444,0.9605423524912816,0.11344888929535873,0.43507833464637113,0.8939597684054297,0.16036247170770163,0.444665821501031,0.13338084494432179,0.24969359332669963,0.29490306398715627,0.15850165254628495,0.3082792878924314,0.4573650504556077,0.5179296512120599,0.05557159353259783,0.588252077187591,0.2793101605178627,0.3221416300335088,0.4323145262245758,0.06317885475660623,0.37225719599659757,0.3586572395178489,0.75813507368874,0.50490813612256,0.3407244486305382,0.7231021706005094,0.9793046038153043,0.8296762345463983,0.9999999999999999,0.4100854231930259,0.6510883590718214,0.8062590291604589,0.7501275521032621,0.9251158383072193,0.489097107975952,0.7570210418480026,0.4314546212491587,0.7628887179200263,0.3392168126430506,0.850436864348418,0.2560181318690404,0.11323216300186206,0.9367095088303201,0.3394767256490998,0.047874060530090246,0.7896597252152031,0.7337474306505821,0.1479439219993509,0.6565885207150861,0.9332108909893673,0.3526006667035724,0.32423387961146843,0.8553237509349179,0.4407486077906699,0.1699272346881966,0.03375040770105614,0.2778476886188341,0.18176818000094813,0.2283970090025111,0.40220256780516384,0.335828930668435,0.3441959254910316,0.14781183611427978,0.04860656727426582,0.1865445534497665,0.8802196112082792,0.2241940113541093,0.7160047796853959,0.5326040982808442,0.47913399966456083,0.576466003754744,0.654450732794728,0.43890260478643284,0.1840397829313088,0.713901334921975,0.06799175536032531,0.06051558944512375,0.7141808285654141,0.9852779343852061,0.7333472077502545,0.4313815634404027,0.6732710651830998,0.07942560815431443,0.8329245450525542,0.7269678367197268,0.0882435544924125,0.20509528814571315,0.3105354112792491,0.08854426225677287,0.6193672541613299,0.3715781828867558,0.05682388917636777,0.8625926170729141,0.5707374220357784,0.7228593798618055,0.0,0.060202565184981405,0.18377937670957967
51_SCORE: KRT14,0.5122769934703504,0.41368576266381224,0.38918629606866506,0.40564467882429384,0.3870588517770753,0.37205225848359635,0.4073139612212748,0.4662947764580171,0.4119367469694516,0.5118938868095394,0.390506864296116,0.3889753005666025,0.4734532922303644,0.9239082960301761,0.38330260914993547,0.407596622663339,0.34456266631035115,0.40176613946927325,0.3815399480191285,0.47287680618305317,0.42009153793712545,0.391732498976513,0.39548830473099933,0.4048153659000561,0.4011535004270392,0.41062657164259875,0.4072702282578649,0.39087313170948806,0.9128332894384124,0.4173968263858527,0.38296524382563435,0.3692381162023229,0.0,0.541752304978723,0.4130672621605457,0.362622443389779,0.36735692387068414,0.36967347203412154,0.4195042414473,0.4082477511647161,0.3628680977156839,0.4447432099532405,0.40321857940363287,0.3369905053111566,0.3949154796100321,0.5269495913784351,0.46972221559322597,0.36134554520990053,0.38159591489558103,0.9005293045264324,0.3723139380212314,0.3391223616879311,0.39160895065831935,0.4003139257066597,0.08309501498735888,0.3845809656649571,0.4346791402644342,0.4012506950573672,0.5487643673347795,0.40584698536863095,0.39129857875905755,0.4028686610209708,0.40500028004558675,0.4033171284741306,0.36011656245678914,0.3932645148425268,0.9098844974914376,0.4142649006328886,0.40654921214990736,0.4061784888408319,0.5163522521568686,0.41494934886204426,0.4126219041444332,0.4376007557218586,0.3827756419399332,0.9731188340058043,0.4139260416351099,0.6442660745023967,0.660408574459227,0.40582492015848937,0.8811783987526283,0.40330949448286685,0.41372667160325954,0.3204484024292185,1.0,0.3980995696027906,0.3804033143463272,0.41861119496529353,0.2586890703683394,0.7045507230341821,0.23071961279537292,0.13134818588738517,0.39144191773092674,0.4037918887562071,0.4028808633842838,0.4734082538169197,0.0372720684997524,0.3834392815517006,0.2207958209312972,0.39893998759023835,0.4009845582852673,0.3284100120702982,0.3831927394312651,0.9130092730517175,0.011114013414876556,0.41705141630030124,0.4207430094626255,0.3498713125242915,0.4217789348429215,0.4233402684769014,0.3112546599825322,0.4978817051209686,0.39420797797098117,0.4231576968911012,0.4067838613559187,0.35511066325481994
52_SCORE: SERPINA1,0.6083867229425695,0.818929590751575,0.49175442174378287,0.2926729438117728,0.5009829985712576,0.4627574120617017,0.7657646083659218,0.5918586364942361,0.48799826548367187,0.49883386515466005,0.6280430682183249,0.6665845582906403,0.5025641004761208,0.5160385032591586,0.5704142678688974,0.6125574348439274,0.4040938341601521,0.5415376562840585,0.648392448572345,0.700830702246501,0.5016546979111738,0.5102660916790733,0.48217411362613394,0.8046547095695601,0.5065693724336368,0.5606747274186286,0.6073347504835622,0.7519658802424339,0.5041825233635073,0.7854623792253776,0.35371919091129356,0.5750394824775565,0.8823431918929062,0.40801599636715025,0.42780030910706573,0.6604675482380165,0.34972725137420135,0.422030744170704,0.429686875168266,0.5880088253080126,0.6740533228475007,0.6512782309761294,0.6839847169610834,0.481360375411207,0.5421832754159588,0.5739606597500423,0.7303206559684314,0.5204211738839187,0.40282301748097193,0.3088658275986681,0.6160297192003676,0.5857669045491604,0.3628228484726719,0.5991709403414573,0.42590799883386704,0.4470281181244623,0.5595303487401214,0.2688872190866149,0.44120811572074803,0.30952425705257225,0.6522271055969615,0.6906625021665258,0.33326552447336333,0.6096793326450168,0.5162889848452175,0.3807253028840647,0.5905996249257985,0.6806433373262905,0.6204234661670243,0.3812645756704606,0.598825013833737,0.6236449162728408,0.5575907028988738,0.25135072524488744,0.5743253301821147,0.46982503386727414,0.5442481098150965,0.5691695340319898,0.35789405515210215,0.529379133045714,0.49376850401901456,0.337513939781285,0.45398400363785635,0.5273189029714557,0.5253502780424891,0.4605937073503712,0.0,0.6929489966100091,0.582078902927651,0.5176151220770575,0.6068785152997643,0.7551389486683973,0.4965888587977604,0.4025916059987198,0.3016088386186745,0.5180538304087987,1.0,0.41215376308615054,0.5683388114794455,0.474041357817412,0.6522403669389532,0.5328222407268046,0.40462278552402897,0.6185649041186316,0.9430527655892728,0.6875756827107649,0.755925991666196,0.47151102176285503,0.636809631165701,0.16661455815373305,0.5822673133275122,0.4690058630499653,0.41657537071915873,0.4381258139909177,0.287455168787946,0.48302098551776973
53_SCORE: ACTG1,0.4916560327306374,0.37132232720671415,0.9624069574613017,0.3957306356543046,0.4219164509435595,0.317540793816846,0.6263455590476472,0.3571167084855137,0.6391956879037578,0.36484892264068297,0.4899944990406464,0.7835142704188307,0.528677952332826,0.8409648113781906,0.37840181336971,0.550431787895395,0.4314683578158414,0.5994818716633218,0.8499668175402881,0.510823579428265,0.3561241234499387,0.5356311420837687,0.0,0.4292751175892951,0.4859425610310974,0.49024592025561214,0.5422130489895222,0.5697313993453795,0.5077915998488576,0.44434971410148194,0.3305605288860932,0.49312261469360996,0.38316699802448495,0.44563079526170224,0.688229158659702,0.5829529783899989,0.4770110913714659,0.2382907127943528,0.4526429586385724,0.6967115186416944,0.6191272677396288,0.8260363303494356,0.9802706011535557,0.4159086696636302,0.2020681695918475,0.48451805382896507,0.5145689524169746,0.5351678424653629,0.3545470073389414,0.25260793149954486,0.0716994428008953,0.35785749850696186,0.7503465249866639,0.37442490429792674,0.4047096943706962,0.8594006720591707,0.548798979726311,0.5447305591481506,0.5206014723315264,0.4002805833128664,0.44064093630150974,1.0,0.3348222675942867,0.37135209375828804,0.7512562577173308,0.641200552519483,0.46338479046916325,0.6892361622974588,0.7924800044939304,0.4751715598379542,0.48967348603335437,0.5402225371064296,0.7770286074669797,0.4239040381076762,0.380791799263482,0.4875614047885017,0.49213249545121934,0.38749379709214044,0.2629439339297952,0.47123930589507007,0.16207580027797647,0.3302021456984831,0.598712733636014,0.42022879230430477,0.24823177040331595,0.3112922739490813,0.3899806414402728,0.8900002794277188,0.3051667582689269,0.42108201590629724,0.25305766686814224,0.7448006313493689,0.3621645802675788,0.3497759693173596,0.3809179409218939,0.5272830657914754,0.40386910984299557,0.9305704954605636,0.2776486399521716,0.33245432787766976,0.6255151938239274,0.445300134760741,0.9459393343264644,0.6107486910496537,0.3869393737084542,0.7198150543416628,0.5209178792537785,0.4457779952006572,0.5577361366548721,0.48846988958345855,0.36075469661930076,0.4647984760454676,0.8950174917990682,0.27452059865130085,0.3976814914282172,0.5825939885862015
54_SCORE: S100A6,0.5109284148715248,0.9461918578429074,0.27835202002303233,0.4036721698002793,0.6010679257670403,0.4727717071277684,0.7467675233215806,0.45484337687530174,0.668694485579165,0.2697591794856447,0.5025282514654431,0.5567864868323782,0.2042267033753814,0.6127891416763857,0.5159074098450129,0.5094279936771342,0.7415417709776573,0.9999999999999999,0.8059671576933547,0.5660646457466091,0.5776571013919144,0.6850701808250276,0.5648043590265329,0.3929815147089857,0.7168733098953941,0.5249123270001055,0.5098166538862414,0.5020635466265367,0.7846450500241289,0.42497670265759924,0.6507693942891073,0.5040198463280621,0.32715385226693455,0.8627823269963166,0.5797026355768169,0.6685462310951079,0.7348802282278658,0.4193476258114152,0.6527713023838788,0.671083486462154,0.8646662519909614,0.7709017014485925,0.8979984973149531,0.47975696829878145,0.7919804536388988,0.4903957270470112,0.600920642188599,0.8918285285573728,0.3458462189048477,0.6874173430346779,0.4401549622902444,0.6984472982769129,0.144988607277159,0.7510260620437041,0.6847090645083995,0.09538022863244006,0.6102736842657515,0.7249748911001206,0.7468017543262816,0.41551755398570545,0.5569242170899711,0.9137867299248987,0.4590974722349701,0.7515369608016063,0.65777495738622,0.5867678638635295,0.7826988012793911,0.3592123911304154,0.7477211551060682,0.5652628310251502,0.50522553832992,0.4276686456488717,0.6922946330313378,0.49577964009587866,0.5157354202652449,0.7189783429222966,0.7323754860351575,0.5902704274351991,0.669428896139954,0.5962462793230503,0.6373763156997564,0.45719499447837625,0.5739768951512695,0.4971410080846551,0.6943056359789556,0.5207367862498901,0.4775907190812595,0.8355954466007377,0.7279892586285992,0.6129041235682025,0.8325354079136604,0.4518638338826173,0.5297416619722469,0.7300261453334447,0.4077719078500738,0.23249556942079497,0.5649876427431092,0.016939057369723343,0.6712813169840413,0.5197360428999409,0.6608018602178873,0.5129140420853469,0.0,0.5500955430715324,0.604868585626396,0.46405039319495955,0.5199789452488618,0.38710719272349925,0.5354012648715165,0.21319250457973288,0.8959970479628241,0.49214727725999985,0.024923466388099835,0.7090188446330796,0.4064113672629822,0.6145367505511903
55_SCORE: MT-ND5,0.7961357660785334,0.9129075355138023,0.6525034469213941,0.7319793104239198,0.8662931798009292,0.6746569675915282,0.9778928824125889,0.3654267075843483,0.7134947345672431,0.551023949374188,0.9253098454252472,0.7856948552958716,0.24108395600101284,0.6881280000480922,0.8832470192532438,0.7161409174451859,0.8114218777078641,0.7505667856126071,0.834150147557492,0.8928305859558158,0.3825125669989959,0.8031174908887756,0.7182659753508212,0.43359274944462184,0.9262336722572985,0.8943175313960698,0.7181809537686572,0.8462533400786594,0.7090403241051189,0.51848490966962,0.6756477145140467,0.672994351880482,0.8580873442954919,0.5170789883372169,0.8009928172118145,0.8656439203470985,0.7062379317089165,0.7927983726657302,0.8549234011815066,0.9636052681708023,0.531368788688285,0.8591388891420564,0.9130888550907132,0.6410110308472231,0.8970440467784444,0.7601266932914228,0.5723999102382358,0.6114203681494246,0.6130171720656792,0.5033713841311427,0.9889347292645243,0.7366334477200174,0.6104312808007756,0.9903609305932628,0.7517945026135818,0.6130459957139816,0.8020907206280409,0.5498353558073088,0.5702523659433341,0.7514943330050486,0.9670290548579399,0.9095740374621616,0.7868292501732084,1.0,0.5003821347644666,0.830267712658297,0.8654986243378544,0.5982294091882485,0.946543989976112,0.8727111195317441,0.786134382029954,0.8278529191832602,0.8109146310420101,0.7813207923311378,0.8870842513066958,0.8356578572015854,0.8913573798855263,0.7465735439569982,0.3063554814911477,0.8454970110455875,0.0,0.7871149399000918,0.6227504575519043,0.6181145148270281,0.23005556717563536,0.7754995733673421,0.6838250515227808,0.9058089847947391,0.509580666847038,0.7673648177718405,0.46042804885378075,0.794358932973258,0.7884325100389752,0.912548087013392,0.7434183432602768,0.2920021600373375,0.5779782057621585,0.5528852169782268,0.8156045844592612,0.7702467773863516,0.689341367919569,0.64944347742574,0.5398937372997918,0.8756397597000981,0.7642263552940604,0.9746131808666619,0.7566352321041421,0.5198042037825742,0.7556061626586311,0.8184965438353586,0.8512182009380793,0.7670217765422426,0.5034275190357345,0.89639682547812,0.7376145102347776,0.9800285731191192
56_SCORE: EEF1A1,0.4408753834311102,0.24885003482730855,0.08365616900080008,0.3231743602418459,0.08781720334075302,0.24326798243677553,0.3026947927373888,0.30298575913494524,0.20982575617750576,0.07460797614704648,0.3415849417287167,0.3396619550609702,0.6167387459914007,0.1578056367054564,0.32175904043427367,0.41432616366476044,0.21876435406230965,0.4675255608572799,0.23504039024029544,0.4324416145714176,0.3404529397926721,0.2453138937126111,0.23708960054665876,0.3247384718984724,0.35080694172170573,0.23672112551479396,0.4047196692161108,0.30274285241759963,0.18269216725121667,0.3446478776956682,0.40657726470681727,0.3065341326276724,0.3092651794471547,0.49296796269020526,0.15504066352792087,0.08361342673800343,0.1473142411287918,0.34907526028088454,0.38950351922211635,0.19350141438434557,0.39445467420492575,0.3207412126102005,0.2537547595423657,0.19846071005182503,0.20985294851929653,0.4440161121394707,0.21462972429574068,0.3185606471240034,0.37015793574287004,0.29310663179457636,0.23763312977674833,0.1697714735834798,0.1192004437932816,0.3531380277529228,1.0,0.07075408075745238,0.09662835733681108,0.04107196617768094,0.402597218214505,0.3243864232416194,0.3777686031424346,0.2579470508557825,0.31763196228953866,0.360376454168266,0.08330978243903081,0.13611656500119357,0.2811031094229808,0.2981032457387823,0.21385121796742956,0.47368915508128884,0.4417477089750202,0.1670699747926438,0.3135401066409203,0.288615288294652,0.32841699075989705,0.3816113659521184,0.24671055298341035,0.2018578305298802,0.47296717786899034,0.19431508514771148,0.0,0.31913687816732794,0.1899851263998658,0.16942915053807975,0.48984142852226786,0.1348073178310659,0.33526028229860205,0.29718515073735147,0.6321134345178656,0.3157166979507627,0.8416530784650236,0.1970231166145573,0.365724090692309,0.3272483868109399,0.3239069010258693,0.6023403916161695,0.4697066872055552,0.018575785009250112,0.5214579895868967,0.15954263986955464,0.35450984570338145,0.17161201374471277,0.0073080906224216036,0.2747262476865268,0.3853497612750849,0.17578942581701934,0.1046921866515872,0.20362862211316493,0.18426912229387127,0.3228928561501884,0.3438217980593401,0.39345951071715224,0.08168193206394883,0.17121966562207883,0.32094876275821993,0.23484862608145596
57_SCORE: RN7SKP255,0.46664215350224714,0.4658588913742482,0.46275091270696067,0.463706002286204,0.4587489910263186,0.4720291159595046,0.4236493316700076,0.4653432372684743,0.46613137269617355,0.4593731874497854,0.4625234174580568,0.406443566067657,0.46061582842025117,0.470349048576881,0.46107361669286323,0.46396902208713375,0.43224400985921485,0.46470726845184374,0.4640899801132642,0.4692736078953708,0.46327114343197134,0.46613137269617355,0.46592031178033905,0.4627994731517864,0.4227870961623482,0.44689116211718144,0.46414648285382454,0.46447251295034514,0.46613137269617355,0.4639962458048106,0.45764227115936645,0.4754395396906101,0.4644974535066346,0.4567494899000053,0.46361008952198207,0.46368907853926206,0.4457901561713327,0.4658713967990939,0.4504461584692812,0.46585900938768204,0.46297444854447983,0.45862067810374285,0.4557380384229537,0.48513697426771796,0.4702049079772596,0.46566220201262026,0.4659513736116327,0.46613137269617355,0.4470415942345336,0.4481699404714331,0.37343293098408825,0.45350389003901964,0.46554773048290143,0.46424875208124544,1.0,0.46544658016062224,0.4599320658732144,0.46593250923323903,0.4659072100243229,0.46435245553870286,0.46213287581480567,0.45503384418199494,0.4651324460990229,0.46597278004858067,0.45839592739302515,0.46523305887535765,0.4655968029760195,0.4594986376904673,0.4624407797331763,0.4658733657956563,0.46636997567487903,0.4646729590857758,0.4619210476365483,0.46445052362485506,0.4607866113963168,0.4643091386584472,0.46407478297428634,0.46613137269617355,0.4657923661937587,0.4645359003499901,0.4648531132151905,0.46516781321101436,0.4557321329200981,0.4900293483754642,0.4513917269695607,0.4691325735731959,0.4658587174619638,0.4582358996442266,0.8253114240380868,0.4583848147327562,0.9771533801812945,0.45383412368166914,0.45562290616388346,0.4281911919418428,0.4646401084213547,0.46129222406474607,0.46587850608820014,0.4660097569251445,0.7508351445635246,0.46867563798272033,0.42113117603589695,0.48783759175443253,0.46613137269617355,0.4601968184851384,0.3728293399814352,0.46484323443036596,0.4640226720952602,0.45522181291331537,0.46613137269617355,0.4419830882431644,0.4586523618961217,0.4652680062819499,0.46545826540853175,0.46096969530175935,0.46449539015697383,0.0
58_SCORE: FGA,0.47185660933678153,0.47050962978706595,0.48359399392030955,0.4908895891903018,0.4885623981759208,0.43435961307273446,0.4595867992430844,0.4857754168712779,0.480738505717856,0.48366525886523964,0.4726705893917002,0.4726983526016939,0.46234911355962616,0.4845647259873883,0.5178805231172925,0.47797671729503266,0.484138143285298,0.4845647259873883,0.465167709585323,0.46780725313341304,0.4821549654242042,0.527323251424818,0.483723690695876,0.4392679551084525,0.4893628604579482,0.5013014967066208,0.47820313375987605,0.4860803075938999,0.4845647259873883,0.4445435715059374,0.4656202265626004,0.45047823537594867,1.0000000000000002,0.44541045519300626,0.438951433354769,0.48428510049929596,0.4779774408108283,0.4845647259873883,0.4845647259873883,0.4845647259873883,0.4765726150768605,0.4794219151983501,0.48264124796233804,0.4300037218133341,0.4893658904411381,0.4733645863147943,0.4778967074606675,0.4845647259873883,0.4845647259873883,0.5781503422668369,0.5053827413247891,0.48070100393890064,0.48660977679045825,0.47445735598207983,0.0652241734803386,0.48190635827430256,0.485737578889052,0.46881682483260584,0.50488217907619,0.4899941471716297,0.471436668216894,0.4825074167170384,0.48668535529136087,0.4739358723862806,0.46575883567036047,0.4992149873795691,0.6947755614962896,0.4574046947072731,0.48391509566556146,0.48337498263472367,0.4722754442504903,0.49427132009746005,0.48686356704713324,0.48864232587359147,0.5190670054842951,0.47453058524831515,0.49054981992392344,0.4845647259873883,0.48389729380679064,0.4856654201604488,0.4845647259873883,0.48658385929970843,0.46747559800709204,0.4155018198215394,0.4845647259873883,0.4845647259873883,0.48458919843743314,0.4792018324358588,0.16927239153911294,0.6130713836873284,0.05776044155927279,0.7205104790587888,0.47974677590764103,0.4826908372400778,0.49049248294560965,0.4627755348891789,0.9170232895290613,0.48368572225996587,0.0,0.483981736614662,0.5725864274579975,0.4217644163839294,0.48406996879975583,0.48119879130320237,0.9104810891657212,0.4845647259873883,0.4720018263331199,0.46715037603378,0.4845647259873883,0.4845647259873883,0.47821176771234647,0.4783348983787728,0.48141919396693145,0.512307881797105,0.49118919600988864,0.8646309618768341
