,R_113,N_16,R_88,R_110,N_37,N_41,N_45,N_71,N_67,N_25,R_89,N_35,R_11,N_57,R_94,R_81,R_48,N_42,R_96,R_27,N_72,N_65,R_20,R_83,N_51,N_80,R_86,N_36,N_70,R_101,N_7,R_91,R_68,N_8,N_64,N_61,R_106,R_44,N_79,R_55,N_19,R_97,R_84,R_87,N_13,R_26,N_24,N_56,R_34,R_15,N_29,N_31,R_115,R_85,N_2,R_114,N_53,R_21,N_69,R_104,R_12,R_60,R_99,R_18,N_30,N_77,R_28,R_32,R_90,N_6,R_109,N_52,N_54,R_40,R_75,N_43,N_63,N_5,N_3,N_50,N_59,R_93,N_38,R_14,N_4,R_10,N_23,R_103,R_98,R_112,R_0,N_39,R_100,N_49,R_105,R_107,R_9,R_102,N_1,R_108,N_74,R_95,R_33,N_78,N_46,N_58,N_62,N_22,N_82,N_76,N_17,R_111,R_92,N_73,R_66,N_47
21_SCORE: IGLV3-19,0.6643233192776122,0.33473837811055757,0.41670265678139395,0.6744437180993305,0.26426598057521683,0.328360639860362,0.49905753806255254,0.5228423253973342,0.3383393133999457,0.6494455939140896,0.34202027141602265,0.5483230006113914,0.3688516976250639,0.7060684838237543,0.5917088405000839,0.45117455771548987,0.5303527280942029,0.34461125658360725,0.263360497991892,0.3961622760732184,0.5774128253972589,0.21134955513045256,0.5133292509642723,0.5443109177024705,0.22586714660733323,0.4490528139977096,0.4533283851820928,0.37106758573661847,0.4020080205035441,0.5169249812172486,0.6592816523848795,0.3645538658911341,0.6915390199865185,0.7857157554886642,0.4493523448384246,0.41870056353735136,0.5755968394460346,0.6730083793131858,0.49711467837934115,0.2819018193702654,0.3348933056817345,0.4344558322270485,0.26749881531910746,0.3347047100858156,0.32454679876055786,0.764186275076788,0.2708658072624879,0.3292892317548731,0.6919219435689765,0.44338488108564555,0.6605677584678102,0.2960889127732379,0.550681412409985,0.448423136353599,0.4858011771300611,0.45583712484278,0.41265329140496976,0.6428722729031178,0.34772657179671174,0.6526339090123525,0.3268140631102213,0.2664966869125862,0.7261535682647917,0.4440097620313421,0.22384080018422847,0.6160199291044275,0.3165913248058259,0.30929942576997754,0.2770373873179247,0.5642824851015062,0.6920598783131279,0.36043818410759787,0.5028980684216524,0.7751972984304325,0.5944818507838405,0.34298920625969426,0.48724687597206684,0.2136803579410526,0.9644018822941005,0.5659397610936037,0.5412639872974178,0.7236099725292746,0.703255422509572,0.2543775542760376,0.44110803283748845,0.5138441788564644,0.6495519884938108,0.2956542218543552,0.3131907896495991,0.4624738124441635,0.33982602414158136,0.60039310708848,0.5795459000523842,0.77824667532735,0.6735518980142604,0.3709853574582872,0.4432672893156825,0.47776508910037313,0.0,0.5082983872790536,0.5181496147298166,0.25687344356785924,0.48250034532591546,0.26108704790166937,0.5399058672518308,0.5755370556593935,0.33431147912447656,0.9999999999999999,0.3989375883793862,0.7569894938128479,0.3324884088213701,0.7677684949464714,0.4686308649680074,0.532022106595755,0.6736157799484199,0.5870409408328083
22_SCORE: MT-CYB,0.4695128309701887,0.5780694617201902,0.5238475455848465,0.16105118869949148,0.1088331899746286,0.011069496209905605,1.0,0.4144118411891039,0.5013139648371197,0.2619957473269944,0.5190033970124538,0.40630604704046286,0.5713302026509075,0.7176438056660299,0.5362162246841541,0.4637622339672527,0.3422771936101107,0.617803836641604,0.39496818880959533,0.4765863712374176,0.24385849276587485,0.6692155805221901,0.7159929963780618,0.5362700021858279,0.5715253236538587,0.014553483920838994,0.45158388007158284,0.35383827011908736,0.6608446391192085,0.5252372170830726,0.42849811978309965,0.5405189313426751,0.7113857323314015,0.46881177345397446,0.6987397355766842,0.5628369333598879,0.3369838994881147,0.22607226463799845,0.29416895319397107,0.49432014298084676,0.23970099510823786,0.36298759622747434,0.3220531844212161,0.5413968818757526,0.9606547461996799,0.4668786502905173,0.2094527911850706,0.2656315837267847,0.7492713004184768,0.3696968526131467,0.4218152655918477,0.4323375127644455,0.44471597548014097,0.3904855216876788,0.2530338125071901,0.5988003765742353,0.43446712605476123,0.32911307064799816,0.5452283086568306,0.15588465452993244,0.5083423265570911,0.3100672395402403,0.26228119258863203,0.39308240265261785,0.176083600927888,0.9578238395946241,0.5357810333964617,0.0,0.4361391613050583,0.6226469220951184,0.46878119722925865,0.5127932029654377,0.26780126641313295,0.29569571094917835,0.5514161505572202,0.558843250518776,0.5469322216137307,0.9188632058547872,0.804293525344653,0.5398150072486224,0.2818012556365278,0.26054818765366794,0.37992657609932273,0.63814883512742,0.6675443224700264,0.10941034803544647,0.38649155802009644,0.3475119265413441,0.3627291189270574,0.6187598517576618,0.23799752274607913,0.6885755066490608,0.5878145344491669,0.4447160722572991,0.1429563324569182,0.5639282683448869,0.277078912582847,0.6141740691602863,0.4233413778764483,0.14076783302836837,0.35512323047186295,0.6251065071540337,0.6174939566187162,0.40000975554933865,0.4943086838821295,0.9701740569636872,0.4200309271745684,0.5272208250581101,0.9106481478571584,0.4047538754597304,0.7144543817553854,0.41118764801356994,0.6118602135706763,0.6717446106727383,0.13318738339095604,0.5242884242981617
"0_SCORE: MT-ATP8, MT-ND6, MT-ND4L",0.6250734069537389,0.6799712679225727,0.4872402361483502,0.4733986918430184,0.5656869948497443,0.4291746722778146,0.5338789905064395,0.25219228778790603,0.48030985869317044,0.44431914067632977,0.858637868915623,0.5372512262260283,0.4022265917391205,0.4173325708555169,0.5204302617895056,0.4805848677055588,0.6330892805977709,0.4524729621610267,0.5091834649898904,0.6427836517003287,0.3329881102096795,0.5244982773753767,0.6636009497418711,0.2973146152062327,0.5741565900721504,0.6130150482882718,0.48899463837043167,0.49195059739011027,0.4758355883277514,0.3611761058482782,0.41709381739613877,0.48119469133275433,0.5214895351252742,0.5335998756562559,0.45518774869555767,0.45176893558699316,0.7186661862717032,0.4871529537196248,0.48301927691407665,0.5810022997911538,0.5378661619205891,0.552362492665191,0.5227381854266019,0.47942182440095193,0.6065294403094961,0.6184781261210439,0.5334422442792707,0.47423718201813275,0.5732397665710409,0.47390087574364603,0.7679044658809925,0.5824585384062493,0.4717548541285021,0.9812455557017643,0.3335538663541704,0.5465720405873001,0.43467409256041045,0.8459142026679078,0.3658006713962201,0.4947852207690512,0.9003306222101657,0.5186843002872132,0.5012921786489932,1.0,0.376979411697391,0.4759414690337217,0.7483470856321593,0.6430603004817917,0.5613243336939764,0.5383526563891269,0.6232415925966757,0.49813459513802877,0.4542144051038475,0.5143402145270596,0.5131348057898757,0.5414931425960786,0.5867929713271752,0.46487123158364513,0.26032647544098636,0.470598039756888,0.0,0.5006154575206403,0.4262988767791496,0.48197035031867574,0.21503807543082387,0.7252828064319479,0.8250365526687913,0.5465901710621983,0.2462742110560563,0.6802868474546924,0.13953255846305973,0.5259284258534798,0.7666857935694498,0.5836796848118401,0.47061323091747936,0.4210202960691801,0.5150048586210605,0.48644941266732133,0.6697767623573382,0.7036288735871015,0.4611268267514524,0.49095052767819447,0.473466171505046,0.5636656741609154,0.5019417218877932,0.5192433886872158,0.42361917161166995,0.5338261069802213,0.47862838377197875,0.4806982526583002,0.7012118518871665,0.5845989048971771,0.4647722189393297,0.5439327753760159,0.46866925092015127,0.5224845553814363
"8_SCORE: KRT10, SNORA49",0.5383576066438134,0.6123854457278302,0.6061392833762232,0.47059834492687375,0.5520799297783865,0.6613994502695826,0.633694619423421,0.4387172347669979,0.5952324449650499,0.4937939452741169,0.619843555421009,0.5705999451205424,0.6930631749324385,0.4575037340299878,0.5151551447003031,0.5730750710559384,0.4852737407896844,0.626228152356251,0.594465602384645,0.5871896570530993,0.4482913229835979,0.508611569087698,0.6259139693114701,0.49820098554255454,0.5487046234839026,0.5919538350550382,0.5711568498631745,0.5230403846016612,0.8663987980879841,0.5146509379625763,0.5667084202105074,0.607646044835996,0.0,0.5610052065390285,0.5246563119249531,0.5044447022648082,0.5124790143749616,0.5055963009184341,0.5088978017932217,0.5645428403319578,0.6748147102239912,0.5561737047171502,0.5738635530732102,0.6162401557680619,0.5799612857947157,0.5201725905306089,0.614997599097204,0.6168146967750243,0.5470840246402107,0.5720323204087288,0.47004768402979613,0.609337069464361,0.5654037773729212,0.6085711980904934,0.9292089479056229,0.6199651033967181,0.5762343712790137,0.5529317167948525,0.5910876879739344,0.47622295415243643,0.619827316315972,0.5745120671591507,0.4908892317337078,0.6152129720880228,0.5846282788809958,0.5629227046251808,0.7138664496319106,0.7144996045126792,0.5676907929151943,0.5809742521070064,0.5333067870586208,0.5839425829729438,0.4936584823307009,0.47731717475447805,0.5150801536679195,0.8530205144031615,0.5765092681223933,0.5328749244187151,0.46536916647425525,0.532550273663093,0.6305182947855935,0.49159313060391957,0.47656287260167673,0.6516182447781581,0.7798889531871934,0.5172608532139189,0.5206204837863047,0.5773628410051885,0.8914055481898819,0.6490419087182974,1.0,0.20306828224973478,0.5779661761974658,0.48549931804111407,0.4710371209740287,0.6847917253573215,0.1757887777583642,0.6199885208396247,0.846617188715999,0.5221999930008301,0.5343372703405814,0.6437222821141492,0.6199935777428104,0.8223563084094587,0.1293247360361786,0.5402804298302999,0.4712855386344506,0.4916272372969126,0.5363529443741072,0.5180196463413193,0.5827291183079342,0.506230423941163,0.6289108624046515,0.4363129707893901,0.4669752418639817,0.3443058940759499
23_SCORE: PI3,0.32478980752651015,0.39297761798103215,0.34804630402623393,0.23167336715185063,0.28817021042349716,0.2696602678088186,0.3450569787015828,0.29470542510969683,0.16973049479858376,0.2670631230485875,0.3381974955407274,0.22546562568278045,0.2742876767908858,0.7479366191235788,0.17031018502090256,0.3341310784403782,0.1607477658373293,0.28707352408309406,0.3244911550721287,0.32959189709985226,0.21526863880071226,0.27519112549958685,0.28559894769987415,0.2236796159135696,0.27756187949741884,0.044792086834969186,0.33064575779538125,0.2966839231509712,0.5238689647036499,0.2432579729857264,0.1962553895737582,0.25773518788638294,0.13572197263901326,0.16144017888896964,0.2390494238562183,0.3677795880465845,0.17352842584494643,0.2946438490104838,0.22127478731733422,0.2919951983339418,0.4417408187998645,0.36190546983707456,0.37588558805703565,0.17542290162651752,0.31371124873784234,0.3230015132497727,0.31349664292173823,0.25102640215900673,0.0957139078610848,0.2610530952934687,0.14708713346240232,0.3813530459105006,0.2993384150178915,0.2869179191766165,0.14424118031864613,0.3342250583771298,0.2704573066925182,0.1925325440868498,0.35870060593367004,0.24420100843629527,0.33872822280275144,0.3817224914056043,0.16819002714709902,0.2937144392513876,0.22046810580510062,0.21257898540522704,1.0,0.28829212451077746,0.3203281141064374,0.24528032184694146,0.3242931155411522,0.2761027657171418,0.08403161379317645,0.0514952286107874,0.16808760045653856,0.539950531029997,0.3157940675669853,0.2761162533449641,0.28825446866130705,0.26518771168406047,0.21668055108535794,0.17424226646314395,0.2770828220151602,0.16056420868366195,0.260507539251713,0.2327191836792432,0.23545271135361223,0.3700000318475627,0.15755491565986873,0.6485245326035534,0.15619207233328225,0.20007881304634462,0.18546551342487733,0.11040087718643582,0.24405914775638693,0.2786083613089739,0.28872620556277845,0.3334597283094263,0.0,0.241693375984482,0.1963972753666255,0.1724823179795371,0.3332944583406724,0.7204516692525481,0.24796364279024927,0.2160234159091898,0.30015149063118157,0.0715403698126239,0.26409076862089154,0.13115498967739414,0.16570125545054673,0.23467228386386668,0.326093374876465,0.1798330221471869,0.23811372481398735,0.14100127035925777
24_SCORE: MT-CO3,0.9995019317807805,0.9976811551715556,0.8970110581014893,0.9643675552416385,0.9997340529927813,0.9996880043215679,0.9997263293395029,0.9998072169360909,0.999657875311652,0.9993087517369063,0.8542438865639466,0.9995041516384529,0.9987590459244965,0.9998136444583604,0.9993378563870345,0.9990871223011001,0.997478991212109,0.9995942957214969,0.981188242927833,0.9996911907068269,0.9998083872767136,0.9997672120236752,0.9492026272300814,0.9998129783551444,0.9997969064056851,0.9997265465474979,0.9987581476286608,0.9997264582403734,0.9997935888755048,0.9997904653657249,0.999735920327522,0.9991055030997142,0.999754745583508,0.9992252791677926,0.9997962380838226,0.979624940429236,0.9954639578558092,0.999590940450014,0.9997731693781554,0.9996765231467121,0.9995944723171353,0.9831951692980595,0.9765348266794368,0.9921493553676494,0.999619479315626,0.9994314519096534,0.957523760153236,0.9996589540742521,0.9995327124536917,0.9999800765283454,0.999455374652342,0.9992860306402935,0.8984924095161503,0.9982891088597219,0.9992845915439776,0.8612416817720652,0.9997878317531825,0.9924677172749881,0.9997579650621004,0.9560834106799796,0.85330896411255,0.9749246798432228,0.9996564617878523,0.9983327481889072,0.0,0.9997208884390559,0.9997635222720169,0.9946399509346864,0.9918607084985239,0.9996171121371275,0.9994823562626047,0.9996884385728346,0.9995647962954544,0.9997169265425445,0.9996876801014642,0.9998552405466351,0.9843020905508331,0.9996945619407938,0.9988835518003711,0.9992316160008903,1.0000000000000002,0.9996533258540302,0.9908178130223011,0.9991288823703388,0.9986326028275144,0.9895149915680542,0.9984077642408807,0.9804938552163177,0.9983902628621332,0.9996738117373966,0.998055758159638,0.9998536824632083,0.9989887809873095,0.9997193679688032,0.9665815220091442,0.9988318704486853,0.9997113110012625,0.8625898775672013,0.999374356894595,0.9903620533665896,0.9989885869661568,0.9991785422157456,0.8628810150598191,0.9997242506997353,0.9988916455826847,0.9997940034553141,0.9996714051033734,0.9997910690372419,0.9986030486939448,0.9997595066792098,0.9984772733054376,0.9995243254663965,0.8794633301007286,0.9998304750326396,0.9627017925880335,0.9998024246040229
25_SCORE: MT-CO2,0.999368417448153,0.9976988401293899,0.8971244329075784,0.964618545953992,0.9998446239031249,0.999776306103426,0.9999119460983273,0.9996670564976915,0.9995590856035649,0.9993197037895712,0.8540059601869647,0.9997509731229991,0.9985823867052646,0.9998985328029463,0.9994984029853959,0.9991888939609915,0.9976108185543756,0.9995002774408753,0.9812198543338704,0.9995624079168215,0.9996410352102781,0.9995164518294032,0.9495164578755159,0.9998658663698561,0.9998331303436767,0.9998397412456517,0.9988533063348546,0.9998925279768353,0.9999418801292412,0.9998097707227458,0.9999972317861592,0.9991600062245047,0.9997326951179177,0.999072678279962,0.9997545468596689,0.9796646113400108,0.9954528584193206,0.9996096722547358,0.9996993897703579,0.9998415115323654,0.9996379498440435,0.9831790715040464,0.9765872672625566,0.9921940133037369,0.9995901206029846,0.9992961755543767,0.9575772985480632,0.9998047415738931,0.9996613686400223,0.999832127693118,0.9996620958887763,0.999258412821715,0.8986763228267731,0.9981572233136755,0.9995185643274552,0.8613127845937414,0.9998568007914811,0.9922440938059549,0.9996439620649866,0.956307767828824,0.8530297506833796,0.9749692896051049,0.9997091702523055,0.9981866569857227,0.0,0.9997463727137934,0.9997443259890085,0.9948859317327008,0.9919876852904764,0.9998615050064952,0.9993483525348372,0.9997654470088247,0.9995405452541303,0.9998009895315496,0.9998571724218457,0.9996177427084071,0.9844078615202131,0.9998069584724387,0.9988020647717604,0.9992713296323243,0.9999585474286995,0.9997044081527193,0.991036920794931,0.9991232627606742,0.9985070356686889,0.9894243470250319,0.9983199522757374,0.9804994746846066,0.9983735972429154,0.9997120823514447,0.998034090043061,0.9998384389921723,0.9989928970061956,0.9997830661161932,0.9668132709154531,0.998658951612111,0.9996154080708961,0.8627205179794777,0.9993333003806922,0.9902884362147983,0.9993247440931955,0.9991883932704986,0.8630245123767872,0.9997687338418194,0.9988552533918544,1.0,0.9996928093275819,0.9998350483835023,0.9986997774470061,0.9999848792275157,0.998449835347441,0.9994604068525442,0.8795677560791451,0.9998637422813837,0.9629585782491615,0.9997860796634725
"3_SCORE: FABP3, APOE",0.18434896417196636,0.31297427986763066,0.47948732815971495,0.2207800036187028,0.4346082974250328,0.46176759031748876,0.25475883468207794,0.5334816601035084,0.35924909093342067,0.50093417813357,0.5437478776404902,0.3406819325377344,0.44366586381160417,0.17890579116257857,0.41634058032852705,0.2494247732534885,0.2605342138873127,0.31196888819522817,0.3226311418598566,0.2944356782453461,0.4108864555054008,0.5265440783583188,0.38475261489162377,0.489320142316011,0.355164057350065,0.36474805729305043,0.25692863494178797,0.24391564884463704,0.1935121496281605,0.45329488081984426,0.37539121224100475,0.35932590514395624,0.37040255104133707,0.09869307621000667,0.45186886922450736,0.45485191781060963,0.3354795824996307,0.1901777149066572,0.27850028721459313,0.4874181859045773,0.3330460181714309,0.22130751630554968,0.27574415798432816,0.4463807827082289,0.5725687675727843,0.14335276080768014,0.526442880085655,0.4077381522635745,0.15503753658901626,0.3048537649641259,0.5276958587271808,0.2438756410126724,0.4498630804946295,0.31956476847434595,0.5041311212925567,0.5692210333902521,0.4515072321265332,0.4469191048672295,0.3749691201106079,0.2430397880368932,0.540344602107256,0.26101635845388205,0.1637184123195971,0.32274461995789583,0.5366952625246666,0.305923877204564,0.0,0.5115555034456146,0.4159279660583542,0.40742384561471695,0.17296242342974938,0.6588855667561588,0.2565798040459969,0.13930109586913766,0.4145092415875813,0.08341786322735906,0.2660086852897506,1.0,0.20807273000396082,0.2745561394103068,0.285817856940969,0.16498478789475002,0.24737806567570989,0.49911353670165437,0.3046973889247998,0.46776360326279715,0.41106472991218374,0.26853126654058057,0.3374197593595929,0.06025956952155259,0.2641921661478751,0.36554328587415974,0.2310574335614489,0.017223815851055535,0.2203481515163199,0.43200714140659807,0.41620148818125147,0.5741286936531352,0.7703686924340609,0.44844225390018455,0.3341854514904912,0.4980530069938278,0.575188483268791,0.06994389779656279,0.34456691793405514,0.20972690240291147,0.3898730094207483,0.18464562777375254,0.40930045293168094,0.3449825406399256,0.6269132138223301,0.14203463131308214,0.5591376949480743,0.47358746300136273,0.22389420400954804,0.25907441272351106
26_SCORE: KRT16,0.5553794552333393,0.5428257008589829,0.5649359192278037,0.5197221298422114,0.531236086825603,0.5314796924211318,0.4943246766820442,0.5144963374787731,0.5234466212258467,0.5045477789104115,0.650180481842919,0.5113122798302434,0.5422649285520995,0.908854089439499,0.5272141207751581,0.5195630271567645,0.5101035882242088,0.5360867354339084,0.5858100398988714,0.5420719452970189,0.5530343444123256,0.4925388966093774,0.5345038024921236,0.547172247707581,0.5304503161219085,0.5239575086028024,0.5202845094680683,0.5341039399469507,1.0,0.5462294340824609,0.5341977233089722,0.5269901773604815,0.0,0.5685733091772145,0.5420027857701198,0.5384825352312315,0.5200941068093946,0.5044857956675599,0.4814024283638535,0.5252943342642119,0.48180092129930846,0.5886330256903692,0.597989516092581,0.5334149526918466,0.5754972260249107,0.5603351611803622,0.5559309338910076,0.5459943998305921,0.499833438130909,0.822698712891798,0.35832232965928623,0.5440582366433149,0.5384030049137094,0.5416606767130789,0.5416411429255722,0.5675893162803184,0.5409380120249905,0.5349494426353729,0.3065841977625485,0.5291677117834467,0.6612148623406369,0.6030474822271931,0.5067351179307438,0.5433605905178849,0.5431987615323922,0.4932649343368701,0.9615177740058829,0.5426561508248373,0.5498462104756349,0.5476139076666842,0.5567558838545659,0.4683524591927718,0.5476680833763791,0.5088108496443259,0.5267389772848936,0.7558877590993658,0.5247192503370767,0.5894014515152266,0.610387183216826,0.4939007846701066,0.24142296468349578,0.5066274625318393,0.5357594792789021,0.5364370658350753,0.49627499013949283,0.5405558985962945,0.504416169579796,0.5893360853936647,0.5382726376581397,0.7820715576459097,0.5391039281937421,0.23614765539936083,0.5195638488773838,0.4804202248508782,0.5189627200186425,0.5422498515876687,0.09160586484215422,0.5516772955916153,0.5756336147833102,0.5386981868773562,0.42756521217461485,0.5354266474164854,0.5482411583313563,0.8758868581421344,0.038595932594528204,0.5340730769671128,0.549231303908415,0.5607739232799293,0.515383783988511,0.5414203243632917,0.5731442162988697,0.5435727398659941,0.5475118297980691,0.4326773655839534,0.5206642510356977,0.5363727604551932
27_SCORE: MT-ND1,0.7902125016341661,0.6295806767183756,0.7701467275090358,0.6888048874774495,0.8434253670662422,0.6802835514199482,0.4162052945395969,0.30078102696582387,0.5873528742638394,0.8792407561208594,0.7728924271718439,0.4888736981511086,0.29221901208831896,0.7835367795222729,0.8076535996986773,0.6579679250055447,0.6576060140057037,0.3927998169867235,0.7679269790335179,0.8310928489260168,0.37410314204648004,0.6562002441354212,0.5704674787198328,0.3373454162663849,0.7965828143689728,0.7625044778151213,0.6644475362719858,0.692690261569469,0.6765779509993788,0.42861682909780685,0.8023516817117835,0.7384406510543013,0.5710349520571052,0.5434808582514166,0.7272391637166193,0.7745789191203729,0.7762464048510788,0.5187963449958886,0.7238404669551247,0.5597539070205424,0.6871408278316682,0.7534549608368383,0.730599023147007,0.8099922005171449,0.5042553357131333,0.7749886933364444,1.0,0.6198662996115714,0.8742142272617092,0.7888233745024467,0.2924683869631788,0.712815247727226,0.7457885323989772,0.4200637572665086,0.42972133935324114,0.7804848515362062,0.6345311086365006,0.9526579528108376,0.4404166185815197,0.6855794868223318,0.7718780608196328,0.7424860394512203,0.5739191272854172,0.4072678568589623,0.8319304338431419,0.5190447591104329,0.8770526719419491,0.4131266071905565,0.6174546794371566,0.7764130706031366,0.785984146342497,0.6755174322347102,0.6743762048357399,0.6247878308109364,0.8062700023379601,0.8429659075158096,0.4718032508345463,0.7990161110772382,0.49995355618715925,0.6772571357995122,0.8269947976734895,0.5712808814398866,0.5778629099625348,0.8407971198717334,0.4433155177041229,0.8465042815639268,0.5131946137564407,0.7624108025287972,0.26208577500809527,0.8759494329567002,0.0,0.6400850967988544,0.6625522374601784,0.6595361550168448,0.6630655639472961,0.3343189428172927,0.671807882103697,0.7819476086330486,0.2550813007305156,0.8298202276443227,0.47123923764025666,0.8153122343319013,0.7822634851808175,0.6042200322571928,0.6057061717231264,0.6223170135789733,0.9499967371388411,0.5288750963277025,0.734048761491696,0.671447671587483,0.6521298504697015,0.7261237970500931,0.7224593226891691,0.48651455185482295,0.6800221042247038,0.8810976429475326
