GENE_SYMBOL,GSM2445716,GSM2445717,GSM2445718,GSM2445719,GSM2445720,GSM2445721,GSM2445722,GSM2445723,GSM2445724,GSM2445725,GSM2445726,GSM2445727,GSM2445728,GSM2445729,GSM2445730,GSM2445731,GSM2445732,GSM2445733,GSM2445734,GSM2445735,GSM2445736,GSM2445737,GSM2445738,GSM2445739,GSM2445740
5S_rRNA,,,,,,,,,,,,,,,,,,,,,,,,,
5_8S_rRNA,,,,,,,,,,,,,,,,,,,,,,,,,
7SK,,,,,,,,,,,,,,,,,,,,,,,,,
A1BG,,,,,,,,,,,,,,,,,,,,,,,,,
A1BG-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A1CF,,,,,,,,,,,,,,,,,,,,,,,,,
A2M,12.48840647,11.46366462,12.11035098,13.32466136,14.42413274,13.77150483,10.63394157,13.3695467,13.35279711,13.93428894,12.77942668,15.22280682,12.28491433,13.98926178,13.28403013,13.23628329,13.35426454,13.06775583,13.32343749,12.98396304,13.87638909,12.31606812,13.26700284,12.58495629,13.28409259
A2M-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1-AS2,,,,,,,,,,,,,,,,,,,,,,,,,
A2MP1,,,,,,,,,,,,,,,,,,,,,,,,,
A3GALT2,,,,,,,,,,,,,,,,,,,,,,,,,
A4GALT,,,,,,,,,,,,,,,,,,,,,,,,,
A4GNT,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462D18.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462D18.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462G12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462G12.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462G12.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462G2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462G2.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462G22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462H3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462L8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462L8.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-462P6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463C14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463C8.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463C8.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463C8.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463D19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463D19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463H12.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463H24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463I20.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463I20.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463I20.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463I20.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463J10.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463J10.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463J10.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463J7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463J7.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463J7.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463M14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463M16.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463O12.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463O12.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463O9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463O9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463O9.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-463O9.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-464C19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-464C19.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-464D20.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-464D20.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-464F9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-464F9.20,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-464F9.21,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-464F9.22,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-464I4.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465B22.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465B22.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465C12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465I4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465I4.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465K16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465K4.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465L10.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465L8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465N4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465N4.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-465N4.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466A19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466A19.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466A19.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466A19.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466A19.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466A19.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466A19.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466C23.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466F5.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466F5.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466F5.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466F5.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466F5.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466F5.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466G12.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466G12.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466H18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466I1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466J24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466M21.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466P24.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-466P24.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467C18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467D10.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467D18.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467D6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467H10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467H10.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467I17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467I20.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467I20.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467I20.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467I20.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467I20.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467J12.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467J12.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467J12.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467K18.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467L13.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467L13.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467L13.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467L19.11,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467L19.14,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467L19.16,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467L19.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467L19.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467L24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467M13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467M13.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467N20.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467N20.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467N20.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467P22.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-467P9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468D11.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468E2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468E2.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468E2.11,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468E2.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468E2.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468E2.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468E2.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468H14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468H14.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468I15.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.09,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.11,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.12,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.13,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468N14.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-468O2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-469A15.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-469H8.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-469H8.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-469J4.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-469L4.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-469N6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-469N6.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-469N6.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46A10.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46A10.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46A10.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46A10.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46B11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46C24.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46C24.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46C24.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46D1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46D6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46D6.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46D6.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46E17.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46F15.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46H11.11,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46H11.12,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46H11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46H11.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46I1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46I1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46I8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46I8.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46I8.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46J23.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46O21.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-46P12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-470B22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-470C13.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-470F18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-470L19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-470L19.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-470L19.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-470M17.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-470P21.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-471B18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-471B22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-471B22.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-471G13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-471G13.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-471J7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-471L13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-471L13.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-471M2.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-471M2.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-471N19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472B18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472E5.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472F14.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472F19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472F21.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472G21.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472G23.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472G23.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472I20.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472I20.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472I20.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472I20.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472K17.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472K22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472K22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472M19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472N13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472N13.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-472N19.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473A10.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473C18.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473C19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473E1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473E2.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473E2.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473E2.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473I1.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473I1.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473I1.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473J6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473L15.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473M10.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473M14.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473M20.11,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473M20.16,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473M20.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473M20.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473O4.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473O4.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473O4.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473O4.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-473P24.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474B12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474B16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474C8.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474C8.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474C8.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474C8.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474D1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474D1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474D1.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474D1.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474D14.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474G23.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474G23.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474G23.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474I11.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474I11.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474I16.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474L11.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474L11.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474L23.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474N24.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474N8.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474O21.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474O21.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474P2.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474P2.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474P2.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474P2.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-474P2.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475A13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475A13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475B2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475C16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475C16.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475D10.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475D10.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475D12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475D12.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475E11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475E11.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475F14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475I24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475I24.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475I24.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475I24.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475I24.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475O23.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-475O6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476B1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476B13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476C8.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476D10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476F14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476H16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476H20.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476H24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476I15.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476I15.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476J6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476K15.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476M19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476M19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-476M19.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477D19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477E3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477G18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477G18.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477H21.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477I4.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477J21.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477J21.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477L16.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477N12.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477N12.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477N12.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-477N3.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478B11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478B9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478B9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478B9.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478C1.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478C1.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478C19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478C6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478C6.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478C6.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478C6.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478C6.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478H13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478H13.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478H16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478J18.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478K15.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478K15.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478L17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-478P10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-479A21.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-479F13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-479G22.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-479G22.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-479I16.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-479J7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-479J7.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-479O16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-479O17.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-479O9.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-479O9.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47A17.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47A8.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47F1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47G11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47G4.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47G4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47I22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47I22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47I22.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47J17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47J17.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47J17.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47L3.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47P18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-47P18.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480A16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480C16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480C22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480D4.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480D4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480D4.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480D4.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480D4.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480D4.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480G3.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480G7.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480G7.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480I12.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480I12.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480I12.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480I12.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480N24.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480O10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-480O10.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481A20.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481A20.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481A20.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481C4.1,,,,,,,,,,,,,,,,,,,,,,,,,
