GENE_SYMBOL,GSM2445716,GSM2445717,GSM2445718,GSM2445719,GSM2445720,GSM2445721,GSM2445722,GSM2445723,GSM2445724,GSM2445725,GSM2445726,GSM2445727,GSM2445728,GSM2445729,GSM2445730,GSM2445731,GSM2445732,GSM2445733,GSM2445734,GSM2445735,GSM2445736,GSM2445737,GSM2445738,GSM2445739,GSM2445740
5S_rRNA,,,,,,,,,,,,,,,,,,,,,,,,,
5_8S_rRNA,,,,,,,,,,,,,,,,,,,,,,,,,
7SK,,,,,,,,,,,,,,,,,,,,,,,,,
A1BG,,,,,,,,,,,,,,,,,,,,,,,,,
A1BG-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A1CF,,,,,,,,,,,,,,,,,,,,,,,,,
A2M,12.48840647,11.46366462,12.11035098,13.32466136,14.42413274,13.77150483,10.63394157,13.3695467,13.35279711,13.93428894,12.77942668,15.22280682,12.28491433,13.98926178,13.28403013,13.23628329,13.35426454,13.06775583,13.32343749,12.98396304,13.87638909,12.31606812,13.26700284,12.58495629,13.28409259
A2M-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1-AS2,,,,,,,,,,,,,,,,,,,,,,,,,
A2MP1,,,,,,,,,,,,,,,,,,,,,,,,,
A3GALT2,,,,,,,,,,,,,,,,,,,,,,,,,
A4GALT,,,,,,,,,,,,,,,,,,,,,,,,,
A4GNT,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-102E24.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-102E24.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-102E24.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-102G20.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-102G20.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-102G20.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-102H19.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-102K2.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-102K2.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-102K2.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-104O17.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-105O18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-106C24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-107N3.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-107N3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-10C16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-111B22.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-111C20.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-111C20.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-111D6.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-111D6.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-111D6.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-111J24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-116K23.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-117B12.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-117O3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-117P20.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-118J21.24,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-118J21.25,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-118J21.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-120G22.11,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-121G13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-121G13.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-122K4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-122K4.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-122O8.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-122P22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-122P22.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-124C6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-125I3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-125I3.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-125N5.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-127B20.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-127D3.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-127H14.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-127L4.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-127L4.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-128M12.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-128O3.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-128O3.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-128O3.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-12G14.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-12G14.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-12G14.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-130G2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-130H16.18,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-130L23.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-131F15.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-131F15.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-134E15.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-134O19.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-135L22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-136B1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-136J15.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-136J15.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-137D17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-137D17.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-137F1.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-137H15.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-137K2.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-137K24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-138A5.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-138A5.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-138B7.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-138B7.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-138B7.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-138B7.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-138O17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-139D8.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-139G21.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-13D10.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-13D10.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-13D10.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-140A9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-140C12.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-140J1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-140J1.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-140K8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-140K8.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-140K8.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-140K8.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-142F18.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-142L7.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-142L7.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-142L7.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-142O9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-144C9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-144F13.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-144F13.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-145M24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-146A15.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-146I3.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-148H17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-149A16.12,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-149A16.16,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-149A16.17,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-149A16.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-149C7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-149L1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-149M18.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-149M18.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-14D6.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-150O5.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-151B14.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-151B14.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-151F17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-151F17.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-152L7.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-152L7.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-152L7.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-153G14.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-153P14.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-153P14.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-153P14.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-153P14.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-154J13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-154J13.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-154K9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-155D22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-155D22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-156L9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-158P9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-159A19.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-159A19.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-159M24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-15D23.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-15D7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-161C16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-161N10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-161P9.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-163G9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-163M9.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-163M9.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-164F3.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-164L12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-166H1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-166H4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-167A14.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-167G20.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-167G20.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-167O22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-168L15.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-168L15.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-168P16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-168P16.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-168P16.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-169I5.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-169K13.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-169P22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-16A9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-170O19.14,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-170O19.17,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-170O19.22,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-170O19.23,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-170O19.24,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-171K16.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-172B20.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-172H20.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-172I22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-172N19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-172N19.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-172N19.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-172N19.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-177A13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-177I10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-178F10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-178F15.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-178F15.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-179N16.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-179N16.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-179P9.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-17K7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-17K7.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-17K7.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-180M12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-181J22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-182D15.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-182O16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-182O16.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-184J9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-186E20.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-187B23.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-188K17.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-18D14.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-190J20.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-191J18.65,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-191J18.66,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-191L6.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-192P9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-193H18.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-193H18.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-196A12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-197B17.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-197B17.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-197B17.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-197B17.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-197J16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-197J16.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-197O17.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-198K11.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-199H16.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-199J3.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-199J3.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-199J3.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-19N1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-200G19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-200K18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-202I21.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-202O8.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-202O8.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-203C2.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-203C2.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-203P18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-205F14P.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-206D15.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-206D15.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-207H1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-207H1.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-209A6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-209B5.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-209B9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-20B11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-20B21.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-20C7.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-20I3.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-20N18.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-20N18.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-20N2.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-20N2.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-212G6.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-212P9.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-213J1P__B.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-213J1P__B.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-215K18.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-217P22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-21O18.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-21P18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-221C16.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-223B1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-223D17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-223E5.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-223H12.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-224A6.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-224A6.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-224A6.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-225E12.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-225E12.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-225L15.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-228H13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-228H13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-228H13.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-228P16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-228P16.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-228P16.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-228P16.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-228P16.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-228P16.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-228P16.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-229K20.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-229K20.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-229K20.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-22N22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-230L10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-231P7P.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-232L22__A.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-232L22__B.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-232L24.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-232L24.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-232L24.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-232N11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-232P20.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-234P15.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-239B22.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-23E21.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-240B8.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-240K6.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-241P17.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-241P17.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-242N11.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-244F24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-247F3.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-249C1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-249F5.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-249H1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-249H1.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-249I4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-251I12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-251M9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-251M9.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-253B10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-253B10.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-253P7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-253P7.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-256G22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-257A7.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-257A7.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-257C22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-257I20.14,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-257I9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-258N20.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-261D10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-261D10.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-261G23.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-261G23.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-261G23.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-263J7.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-265C24.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-266L20.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-266L20.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-266L20.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-267D11.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-267D11.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-267L14.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-267L14.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-269M15.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-269O5.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-272E8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-272E8.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-272L16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-273G13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-273G13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-273G13.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-273N12.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-273P12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-274L7.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-274L7.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-276E15.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-276J11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-276J11.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-276N6.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-278C19.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-278D1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-278E11.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-278O22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-278O22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-27C22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-27K12.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-27K12.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-27O5.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-281E18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-281H8.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-283E3.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-283E3.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-283K11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-283K11.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-286D6.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-287H17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-288H2.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-288L1.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-288L1.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-288M22.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-28C20.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-28H20.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-28O10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-28O17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-290F12.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-290I10.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-290I10.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-290I10.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-292B18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-292B18.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-292B18.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-292L20.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-292L20.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-293L6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-293L8.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP1-296G17.3,,,,,,,,,,,,,,,,,,,,,,,,,
